Movie Name,Review,Rating
Batti Gul Meter Chalu,"After watching the movie I didn't stop myself appraising the cast of movie for doing justice to their roles and for bringing such an immense issue of Mountaineous regions in a utterly amusing way. I commend this movie to be watched by everyone. A nice effort to exhibit Uttarakhandi Culture, So definitely a must watch for all Uttarkhandis.",8.00
Batti Gul Meter Chalu,"Batti gul meter chalu Brilliantly made movie The story works on a light level as well addresses a serious issue without becoming excessively boring, so there is something for every one. Brilliant direction and storytelling. The humour is natural. And overall it is believable. Worth 5 stars #firstdayfirstshow #fivestars #battigulmeterchalu",10.00
Batti Gul Meter Chalu,"This Might Be Long But It Didn't Failed In Entertaining Us.. Love For Shahid Has Grown More, He Showed What He Is With Another Rocking Performance.. Shraddha Is Cute & Given Justice To Her Role.. Divyendu & Yami Are Also Superb In Their Respective Roles.. Beautiful Cinematography & Background Music, Supporting Cast Also Managed To Defy Their Roles With Beautiful Acting.. Direction Was At Top Notch But The Highlight Of This Movie Was Shahid",10.00
Batti Gul Meter Chalu,"Batti Gul meter chalu is a movie which deals with the topic of issues the poor people face with electricity.

This is one of the best movies of Shahid Kapoor after Padmaavat. The performances of the actors like Shraddha Kapoor and Divyendu Sharma leaves an impact with the audience.

Yami Gautam's performance is not up to the mark. All & all, the topic of the film is relevant, but the weak point of the film is its runtime, which is long.

Directed by Shree Narayan Singh, Batti Gul Meter Chalu tells the story of how people are suffering from corruption in the electricity system.

You will like the film, but at some points it gets boring also. So this film is a one time watch because of Shahid Kapoor.",6.00
Batti Gul Meter Chalu,"An opportunity missed

The number of incidents where a Bollywood movie derails after the first half has been countless now and the latest movie to join this list is Batti Gul Meter Chalu. Again a promising and entertaining first half hasn't been carried into the second. There was a quite irritating thing about the movie ""the local language of Uttrakhand,Garhwal spoken by the lead actors"". The makers, in pursuit to make the movie as real as possible took this idea too far. The problem was that most of the population would have heard this language for the first time and above that phrases in the language were quite repetitive. But this is not the biggest problem of the movie because the audience will get used to this as the movie progresses. In fact, the director and writers have made two other fatal mistakes viz. 1. A very serious issue like electricity problem has been dealt through comical instances in courtroom 2. They never looked sure about what they want to show in courtroom which was supposed to be the most important part of the movie.

The biggest drawback here is the courtroom drama which is supposedly used to be the biggest strength for this kind of movies. We have movies like Jolly LLB 1 and Pink which have set standard in courtroom room drama and it is usual for audiences to compare them with these masterpieces. Nevertheless, the movie has its strengths which lie in its taut screenplay, honest and believable performances especially by Shahid Kapoor. The 161 minutes of duration never felt too stretched due to some clever written dialogues and good editing.

Direction Director Shree Narayan Singh continued to talk about social issues which he has done so successfully in his last outing in ""Toilet: Ek Prem Katha"". But this time he misses the mark with the treatment of the subject. In toilet he dealt the subject through serious dialogues and drama, while here he chooses to solve the electricity bill problem through comedy. The comic elements in courtroom drama were no surprise as the original Story writer Vipul K. Rawal has previously written Rustom where he used the same humor elements. The direction in the last 30 minutes where the courtroom proceedings unfolds is simply chaotic and confusing. An issue like power cut and wrong electricity bill which is so pervasive and so relatable has to be dealt seriously and he did that only in the first half. The dialogues in those courtroom scenes were sexiest and felt out of place just to evoke cheap laughter. It seemed that the director and writer forgot the real case at hand and tried to target too many things at the same time. Screenplay and story The screenplay and editing is top notch and the movie is brisk which was expected as Shree Narayan Singh as an editor has previously given gems in the form of Special 26, Baby and A Wednesday. The storyline is quite courageous from Vipul K. Rawal in the way he has written the love triangle between Shahid , Divyendu and Shraddha. One will find a hint of freshness in this love triangle. Cinematography Cinematography by Anshuman Mahaley is quite authentic as he captured and used the scenic Himalayas in the backdrop very beautifully. The setting of Uttrakhand looked original and kudos to the makers for shooting in the real locations of Uttrakhand. Performances and Characterization The lead cast has done a fine job. Shahid Kapoor as witty advocate gets into the skin of the character and has given a brilliant performance. His expressive eyes in emotional scenes were a treat to watch. The supporting cast especially Atul Srivastava who played Divyendu's father's role deserves a special mention here. He touches heart whenever he is on screen. The biggest led down here is Yami Gautam who got nothing much to do except getting objectified through sexiest remarks. After watching her in this movie one will feel sorry for her as one would except her role as defense lawyer to be as important as Boman Irani's in Jolly LLB.",6.00
Batti Gul Meter Chalu,"The movie, which attempts to take up a real social and developmental issue, about right in spirit, lacks seriously in story development, direction, screenplay dialogues and editing.

It is really high on rhetoric, seemingly political agenda and commentary, which seems out of place and intentional due to its overuse.

The only bright spots are acting by leads and others, a couple of songs, especially a fresh rendition of Ustad Nusrat's Dekhte Dekhte.",2.00
Batti Gul Meter Chalu,"Tatti Gul....oops...I mean Batti Gul...(though that's a more befitting title of Shahid Kapoor's latest release), is a contrived, forced attempt to showcase the problem of power cuts and obnoxious bills that Indians in some part of the country face. Sorry that will be misleading. Because the film doesn't even talk about the issue, it just superficially touches upon it in the first half because the makers are too busy showcasing a weird love triangle, the absurdity of which makes Kim Kardashian and Rakhi Sawant look like the epitome of sanity.

Shahid forcefully delivers a high-voltage performance that come across as gimmicky with an anti-establishment monologue thrown in, talking about the trials and tribulations of the common man, that falls flat. The courtroom drama also snowballs into a revolution of sorts at a national level that is too superficial for a film like Batti Gul Meter Chalu. Director Shree Narayan Singh, who gave us Toilet-Ek Prem Katha, fails to deliver here. You won't miss a thing if you give this movie a pass.",2.00
Batti Gul Meter Chalu,One of the worst movies of 2018! I am giving one extra star just because of Divyendu's performance. There was no need to make it overly melodramatic!,4.00
Batti Gul Meter Chalu,"Didn't know Shahid Kapoor is capable of this much overacting. Nothing to say about other actors at all. The plot was good but with what the story was, the movie should've been shorter and better executed. The BGM was horrible and felt like terribly cut from other show and pasted here. Gave 5* mostly for the happy ending. Not recommended.",4.00
Batti Gul Meter Chalu,"When I first watched the trailer I decided to not spend my penny on this one. I however watched it when I got a chance to watch it for free. After watching the movie I would say that it is better than what appears from trailer.

Tone, Script & Story: The story revolves around complaint(s) on an electricity board and three friends. The court room drama is peculiar (mostly humorous) in its content.

Direction, Screenplay, Cinematography: The movie comes to us from director who directed Toilet- Ek Prem Katha. It is not that good but is good enough. The locations filmed and the way story is told is a treat in itself.

Music: Music is good. My favorite track is 'Har Har Gange'. Acting: Justified.

Final Verdict: The movie highlights, trending complaint(s) on electric supply which are nicely handled! If you have time and money and looking for some entertainment do watch it. You won't be disappointed.",4.00
